trial_id,company_id,signup_date,product,deployment_type,company_size,region,country,db_platform,persona,acquisition_channel,campaign,landing_variant,trial_length_days,activated,is_pql,sales_assisted,became_sql,trial_extended,extension_days,converted,time_to_convert_days,non_conversion_reason,competitor,plan,acv_usd,mrr_usd,seats_purchased,cac_usd
T100363,C200363,2025-03-12,DPA,self_hosted,enterprise,EMEA,Germany,PostgreSQL,DBA,events,pass-summit,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,101.0
T100364,C200364,2026-01-25,DPA,self_hosted,enterprise,APAC,Singapore,Azure SQL,DBA,events,aws-reinvent,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,150.0
T100365,C200365,2025-10-01,DPM,saas,SMB,EMEA,UAE,Amazon Aurora,IT_ops,paid_search,gads-brand,B,14,true,true,false,false,false,0,false,,price,,,,,,79.0
T100366,C200366,2026-03-17,DPA,self_hosted,SMB,EMEA,Germany,Oracle,DBA,content,ebook-sql-server,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,32.0
T100367,C200367,2026-01-31,DPA,self_hosted,mid_market,APAC,Australia,Amazon RDS,IT_ops,organic,seo-docs,B,14,true,false,false,false,true,7,false,,no_response,,,,,,9.0
T100368,C200368,2025-08-16,DPM,saas,SMB,APAC,Singapore,MongoDB,developer,paid_search,gads-dba-tools,A,30,true,false,false,false,true,7,false,,chose_competitor,IDERA,,,,,96.0
T100369,C200369,2026-05-07,DPA,self_hosted,SMB,EMEA,United Kingdom,PostgreSQL,IT_ops,channel_partner,partner-portal,A,14,true,false,false,false,false,0,true,12.0,,,Standard,2500.0,208.0,2.0,52.0
T100370,C200370,2026-03-12,SQL Sentry,self_hosted,SMB,EMEA,Netherlands,SQL Server,DBA,referral,g2-review,A,14,true,true,false,false,true,7,false,,no_response,,,,,,16.0
T100371,C200371,2025-07-11,DPA,self_hosted,mid_market,NAM,United States,SQL Server,DBA,events,aws-reinvent,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,163.0
T100372,C200372,2025-09-02,DPA,self_hosted,mid_market,EMEA,Netherlands,Azure SQL,DBA,events,pass-summit,A,14,true,true,true,true,false,0,false,,no_response,,,,,,119.0
T100373,C200373,2025-08-05,DPA,self_hosted,SMB,APAC,Japan,PostgreSQL,DBA,email,newsletter,B,14,true,false,false,false,false,0,false,,price,,,,,,5.0
T100374,C200374,2025-04-30,SQL Sentry,self_hosted,mid_market,NAM,Canada,SQL Server,IT_ops,organic,seo-blog,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,6.0
T100375,C200375,2025-04-24,DPA,self_hosted,SMB,NAM,United States,MySQL,DBA,content,whitepaper-query-tuning,B,14,true,true,false,false,false,0,false,,chose_competitor,IDERA,,,,,24.0
T100376,C200376,2026-05-22,DPM,saas,enterprise,EMEA,France,MySQL,IT_ops,email,newsletter,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,9.0
T100377,C200377,2025-10-11,SQL Sentry,self_hosted,SMB,LATAM,Mexico,SQL Server,IT_ops,events,sqlbits,B,30,false,false,false,false,false,0,false,,no_response,,,,,,121.0
T100378,C200378,2025-09-13,SQL Sentry,self_hosted,enterprise,NAM,United States,SQL Server,DBA,email,newsletter,B,14,false,false,false,false,false,0,false,,no_response,,,,,,5.0
T100379,C200379,2026-02-26,DPA,self_hosted,enterprise,APAC,Singapore,MySQL,IT_ops,paid_search,bing-dba,A,14,false,false,false,false,false,0,true,12.0,,,Premier,32300.0,2692.0,27.0,63.0
T100380,C200380,2025-12-08,SQL Sentry,self_hosted,mid_market,NAM,Canada,Azure SQL,IT_ops,content,ebook-sql-server,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,40.0
T100381,C200381,2026-05-22,SQL Sentry,self_hosted,mid_market,APAC,Singapore,SQL Server,DBA,channel_partner,reseller-emea,A,14,false,false,false,false,false,0,false,,missing_db_platform,,,,,,60.0
T100382,C200382,2026-03-19,DPA,self_hosted,SMB,APAC,Singapore,Oracle,DBA,paid_social,li-retargeting,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,119.0
T100383,C200383,2025-11-01,DPM,saas,SMB,APAC,Singapore,MySQL,DBA,paid_search,gads-dba-tools,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,71.0
T100384,C200384,2025-09-09,DPA,self_hosted,SMB,LATAM,Mexico,PostgreSQL,IT_ops,organic,organic-brand,B,14,true,false,false,false,true,14,false,,chose_competitor,Datadog,,,,,6.0
T100385,C200385,2026-06-10,DPM,saas,mid_market,LATAM,Mexico,Redis,developer,content,whitepaper-query-tuning,A,30,true,false,false,false,true,7,false,,price,,,,,,34.0
T100386,C200386,2026-02-21,DPM,saas,enterprise,LATAM,Argentina,MongoDB,IT_ops,email,newsletter,A,14,false,false,false,false,false,0,false,,missing_db_platform,,,,,,8.0
T100387,C200387,2026-05-28,DPA,self_hosted,SMB,EMEA,Netherlands,Oracle,DBA,paid_search,gads-sql-monitoring,A,30,true,false,false,false,true,7,false,,chose_competitor,Redgate,,,,,51.0
T100388,C200388,2025-04-03,DPA,self_hosted,mid_market,EMEA,France,PostgreSQL,DBA,events,sqlbits,B,30,false,false,false,false,false,0,false,,no_response,,,,,,110.0
T100389,C200389,2026-04-18,DPA,self_hosted,mid_market,NAM,United States,Amazon RDS,developer,direct,direct,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,6.0
T100390,C200390,2026-01-16,DPA,self_hosted,SMB,NAM,United States,Azure SQL,IT_ops,organic,seo-blog,A,14,true,true,false,false,false,0,true,11.0,,,Standard,3400.0,283.0,3.0,6.0
T100391,C200391,2025-04-06,DPM,saas,mid_market,EMEA,Germany,Amazon Aurora,DBA,content,whitepaper-query-tuning,B,14,true,true,true,true,true,14,false,,price,,,,,,27.0
T100392,C200392,2025-12-24,DPA,self_hosted,mid_market,NAM,Canada,Amazon RDS,IT_ops,paid_search,gads-dba-tools,B,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,58.0
T100393,C200393,2026-02-07,SQL Sentry,self_hosted,mid_market,LATAM,Brazil,SQL Server,DBA,paid_search,gads-brand,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,68.0
T100394,C200394,2025-01-11,DPM,saas,SMB,NAM,United States,PostgreSQL,developer,content,ebook-sql-server,A,14,false,false,false,false,false,0,false,,no_response,,,,,,35.0
T100395,C200395,2025-10-20,DPM,saas,mid_market,NAM,United States,MySQL,DBA,paid_search,gads-dba-tools,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,67.0
T100396,C200396,2026-04-07,DPA,self_hosted,mid_market,NAM,Canada,Azure SQL,DBA,content,webinar-postgres,B,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,41.0
T100397,C200397,2025-07-25,DPM,saas,SMB,NAM,United States,MySQL,DBA,email,newsletter,A,14,true,true,false,false,false,0,false,,price,,,,,,6.0
T100398,C200398,2025-10-22,DPA,self_hosted,mid_market,NAM,Canada,SQL Server,DBA,paid_search,gads-dba-tools,B,30,true,true,true,true,false,0,true,23.0,,,Professional,12000.0,1000.0,10.0,83.0
T100399,C200399,2025-10-14,DPA,self_hosted,mid_market,EMEA,France,PostgreSQL,IT_ops,organic,seo-blog,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,11.0
T100400,C200400,2025-07-29,DPA,self_hosted,mid_market,NAM,Canada,SQL Server,IT_ops,channel_partner,partner-portal,A,14,true,false,false,false,false,0,true,9.0,,,Professional,10400.0,867.0,9.0,43.0
T100401,C200401,2026-05-15,SQL Sentry,self_hosted,mid_market,APAC,India,Azure SQL,IT_ops,referral,customer-referral,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,13.0
T100402,C200402,2026-03-20,DPA,self_hosted,SMB,EMEA,France,SQL Server,DBA,paid_search,gads-brand,A,14,false,false,false,false,false,0,false,,no_response,,,,,,70.0
T100403,C200403,2025-03-28,DPA,self_hosted,mid_market,APAC,Australia,SQL Server,IT_ops,channel_partner,reseller-apac,B,14,false,false,false,false,false,0,false,,no_response,,,,,,32.0
T100404,C200404,2026-06-14,DPA,self_hosted,SMB,APAC,Australia,Amazon RDS,IT_ops,channel_partner,reseller-apac,B,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,41.0
T100405,C200405,2026-04-29,DPM,saas,mid_market,NAM,United States,Redis,IT_ops,paid_search,gads-sql-monitoring,A,14,true,true,true,true,false,0,false,,missing_db_platform,,,,,,69.0
T100406,C200406,2025-07-19,SQL Sentry,self_hosted,SMB,NAM,United States,Azure SQL,IT_ops,paid_social,li-dba-persona,A,14,false,false,false,false,false,0,false,,no_response,,,,,,77.0
T100407,C200407,2026-04-12,SQL Sentry,self_hosted,mid_market,APAC,Australia,SQL Server,DBA,organic,organic-brand,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,9.0
T100408,C200408,2025-03-25,SQL Sentry,self_hosted,enterprise,APAC,India,SQL Server,developer,paid_social,li-retargeting,B,14,false,false,false,false,false,0,false,,no_response,,,,,,133.0
T100409,C200409,2026-06-15,DPA,self_hosted,mid_market,NAM,Canada,Amazon RDS,DBA,paid_search,gads-dba-tools,B,14,true,true,true,true,true,7,true,20.0,,,Professional,9100.0,758.0,8.0,95.0
T100410,C200410,2026-01-29,DPA,self_hosted,SMB,EMEA,Netherlands,MySQL,IT_ops,organic,organic-brand,A,14,true,false,false,false,true,7,false,,chose_competitor,Quest Foglight,,,,,8.0
T100411,C200411,2026-01-22,DPA,self_hosted,mid_market,NAM,United States,SQL Server,DBA,content,webinar-postgres,A,30,true,false,false,false,false,0,false,,no_response,,,,,,39.0
T100412,C200412,2025-03-14,DPA,self_hosted,SMB,NAM,United States,SQL Server,DBA,organic,organic-brand,A,30,true,true,true,true,false,0,false,,price,,,,,,7.0
T100413,C200413,2026-05-06,DPM,saas,mid_market,NAM,Canada,Redis,DBA,paid_search,gads-sql-monitoring,B,14,true,true,true,true,true,7,false,,price,,,,,,56.0
T100414,C200414,2025-01-25,DPA,self_hosted,enterprise,APAC,India,Azure SQL,developer,channel_partner,partner-portal,B,14,true,false,false,false,false,0,false,,chose_competitor,Datadog,,,,,59.0
T100415,C200415,2025-06-23,SQL Sentry,self_hosted,mid_market,NAM,United States,SQL Server,DBA,email,db-tips-drip,B,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,8.0
T100416,C200416,2025-04-20,DPM,saas,SMB,EMEA,Germany,Redis,DBA,channel_partner,partner-portal,A,14,false,false,false,false,false,0,false,,no_response,,,,,,36.0
T100417,C200417,2026-03-18,DPM,saas,SMB,NAM,United States,MongoDB,developer,paid_search,gads-sql-monitoring,A,14,true,true,false,false,false,0,false,,no_response,,,,,,64.0
T100418,C200418,2025-05-27,DPA,self_hosted,SMB,NAM,Canada,Amazon RDS,DBA,content,webinar-postgres,B,14,false,false,false,false,false,0,false,,no_response,,,,,,41.0
T100419,C200419,2026-05-12,DPM,saas,mid_market,NAM,United States,Redis,IT_ops,paid_search,gads-brand,B,30,true,true,true,true,false,0,false,,price,,,,,,74.0
T100420,C200420,2026-01-24,SQL Sentry,self_hosted,enterprise,EMEA,Germany,Azure SQL,developer,paid_social,li-dba-persona,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,135.0
T100421,C200421,2025-01-31,DPA,self_hosted,mid_market,APAC,Australia,SQL Server,IT_ops,content,whitepaper-query-tuning,A,30,false,false,false,false,false,0,false,,no_response,,,,,,27.0
T100422,C200422,2025-01-05,SQL Sentry,self_hosted,enterprise,APAC,India,SQL Server,DBA,paid_search,gads-dba-tools,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,57.0
T100423,C200423,2025-02-12,DPA,self_hosted,SMB,NAM,Canada,Amazon RDS,developer,content,webinar-postgres,A,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,44.0
T100424,C200424,2026-01-01,DPM,saas,SMB,NAM,United States,MySQL,IT_ops,content,whitepaper-query-tuning,A,14,true,true,false,false,false,0,false,,missing_db_platform,,,,,,42.0
T100425,C200425,2026-03-28,SQL Sentry,self_hosted,mid_market,NAM,United States,SQL Server,DBA,organic,organic-brand,A,14,true,false,false,false,false,0,true,10.0,,,Professional,7000.0,583.0,6.0,7.0
T100426,C200426,2025-06-21,SQL Sentry,self_hosted,SMB,APAC,Australia,SQL Server,IT_ops,organic,organic-brand,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,8.0
T100427,C200427,2026-04-17,DPM,saas,SMB,EMEA,UAE,Amazon Aurora,DBA,organic,seo-blog,B,30,true,false,false,false,false,0,false,,price,,,,,,10.0
T100428,C200428,2025-02-17,SQL Sentry,self_hosted,SMB,APAC,Singapore,SQL Server,DBA,channel_partner,partner-portal,A,14,true,false,false,false,false,0,false,,no_response,,,,,,40.0
T100429,C200429,2026-03-28,DPA,self_hosted,mid_market,NAM,Canada,PostgreSQL,IT_ops,direct,direct,B,14,true,false,false,false,true,7,false,,price,,,,,,6.0
T100430,C200430,2026-05-18,DPA,self_hosted,SMB,EMEA,UAE,Oracle,IT_ops,organic,seo-docs,B,14,false,false,false,false,false,0,true,2.0,,,Standard,1900.0,158.0,2.0,9.0
T100431,C200431,2026-03-16,DPM,saas,enterprise,EMEA,France,Redis,DBA,paid_search,gads-brand,B,14,true,true,true,true,false,0,true,9.0,,,Premier,27600.0,2300.0,23.0,54.0
T100432,C200432,2026-02-12,SQL Sentry,self_hosted,enterprise,EMEA,Germany,Azure SQL,IT_ops,paid_search,gads-brand,B,14,false,false,false,false,false,0,false,,price,,,,,,73.0
T100433,C200433,2026-04-12,DPM,saas,mid_market,EMEA,UAE,MySQL,developer,content,ebook-sql-server,A,14,true,true,true,true,false,0,true,12.0,,,Professional,9200.0,767.0,8.0,44.0
T100434,C200434,2025-02-03,DPA,self_hosted,SMB,NAM,Canada,Oracle,DBA,paid_search,bing-dba,A,14,true,true,false,false,true,14,false,,no_response,,,,,,61.0
T100435,C200435,2025-05-29,DPA,self_hosted,SMB,EMEA,Germany,Azure SQL,DBA,referral,g2-review,B,14,false,false,false,false,false,0,false,,no_response,,,,,,18.0
T100436,C200436,2025-04-08,DPM,saas,mid_market,LATAM,Argentina,Amazon Aurora,DBA,organic,organic-brand,B,30,false,false,false,false,false,0,false,,price,,,,,,12.0
T100437,C200437,2025-11-14,SQL Sentry,self_hosted,SMB,NAM,Canada,Azure SQL,developer,paid_social,li-dba-persona,A,14,false,false,false,false,false,0,false,,no_response,,,,,,93.0
T100438,C200438,2026-03-04,DPA,self_hosted,SMB,APAC,Australia,Azure SQL,DBA,paid_search,bing-dba,A,14,false,false,false,false,false,0,false,,no_response,,,,,,68.0
T100439,C200439,2026-01-13,DPA,self_hosted,SMB,LATAM,Brazil,SQL Server,DBA,paid_search,bing-dba,B,14,false,false,false,false,false,0,false,,no_response,,,,,,53.0
T100440,C200440,2026-04-18,DPM,saas,mid_market,EMEA,Netherlands,MongoDB,developer,organic,organic-brand,B,14,true,false,false,false,false,0,false,,no_response,,,,,,9.0
T100441,C200441,2025-04-29,SQL Sentry,self_hosted,mid_market,EMEA,France,SQL Server,IT_ops,organic,seo-blog,B,14,false,false,false,false,false,0,false,,no_response,,,,,,8.0
T100442,C200442,2026-02-28,DPA,self_hosted,mid_market,NAM,United States,Amazon RDS,DBA,channel_partner,partner-portal,A,14,true,true,true,true,true,7,false,,price,,,,,,49.0
T100443,C200443,2025-05-24,DPA,self_hosted,mid_market,APAC,India,Azure SQL,developer,content,webinar-postgres,B,30,true,false,false,false,false,0,false,,no_response,,,,,,29.0
T100444,C200444,2025-07-11,DPA,self_hosted,SMB,LATAM,Argentina,Azure SQL,DBA,email,newsletter,B,14,true,false,false,false,true,7,true,21.0,,,Standard,2500.0,208.0,2.0,7.0
T100445,C200445,2026-02-17,DPA,self_hosted,SMB,LATAM,Argentina,Azure SQL,DBA,paid_search,bing-dba,B,14,true,false,false,false,false,0,false,,missing_db_platform,,,,,,98.0
T100446,C200446,2026-06-08,DPA,self_hosted,SMB,NAM,Canada,SQL Server,DBA,organic,seo-docs,A,14,true,true,false,false,false,0,false,,chose_competitor,Redgate,,,,,10.0
T100447,C200447,2026-01-04,DPA,self_hosted,mid_market,LATAM,Mexico,Azure SQL,IT_ops,referral,customer-referral,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,11.0
T100448,C200448,2025-02-14,DPM,saas,SMB,NAM,Canada,Redis,DBA,paid_search,gads-brand,B,14,true,true,false,false,false,0,false,,no_response,,,,,,105.0
T100449,C200449,2026-01-06,DPA,self_hosted,enterprise,EMEA,France,MySQL,IT_ops,events,pass-summit,A,30,false,false,false,false,false,0,false,,no_response,,,,,,112.0
T100450,C200450,2025-02-05,DPM,saas,SMB,NAM,United States,Redis,DBA,channel_partner,reseller-apac,B,30,true,true,false,false,true,14,false,,price,,,,,,42.0
T100451,C200451,2026-05-01,DPA,self_hosted,SMB,NAM,Canada,MySQL,DBA,content,webinar-postgres,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,30.0
T100452,C200452,2026-02-17,DPA,self_hosted,mid_market,EMEA,Germany,PostgreSQL,developer,paid_search,gads-brand,A,14,true,false,false,false,true,7,false,,no_response,,,,,,78.0
T100453,C200453,2025-05-11,DPA,self_hosted,SMB,EMEA,United Kingdom,PostgreSQL,IT_ops,paid_search,gads-dba-tools,A,14,false,false,false,false,false,0,false,,no_response,,,,,,87.0
T100454,C200454,2025-03-15,DPA,self_hosted,SMB,LATAM,Brazil,PostgreSQL,DBA,organic,organic-brand,B,14,true,true,false,false,false,0,true,12.0,,,Standard,3000.0,250.0,2.0,6.0
T100455,C200455,2025-05-17,SQL Sentry,self_hosted,SMB,NAM,Canada,SQL Server,DBA,organic,seo-blog,B,14,true,false,false,false,false,0,false,,price,,,,,,8.0
T100456,C200456,2026-06-08,DPM,saas,mid_market,APAC,India,PostgreSQL,DBA,email,newsletter,B,14,true,true,true,true,false,0,false,,price,,,,,,6.0
T100457,C200457,2025-10-22,SQL Sentry,self_hosted,SMB,EMEA,France,SQL Server,DBA,referral,customer-referral,A,14,true,true,false,false,true,7,false,,price,,,,,,8.0
T100458,C200458,2026-03-21,SQL Sentry,self_hosted,SMB,NAM,United States,SQL Server,developer,events,pass-summit,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,100.0
T100459,C200459,2026-01-15,DPM,saas,SMB,NAM,Canada,MongoDB,DBA,paid_search,bing-dba,A,14,true,true,false,false,false,0,false,,price,,,,,,81.0
T100460,C200460,2025-12-17,SQL Sentry,self_hosted,mid_market,APAC,Japan,Azure SQL,DBA,organic,organic-brand,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,10.0
T100461,C200461,2025-04-22,SQL Sentry,self_hosted,mid_market,APAC,Australia,Azure SQL,IT_ops,organic,seo-docs,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,7.0
T100462,C200462,2026-05-26,SQL Sentry,self_hosted,SMB,NAM,Canada,Azure SQL,developer,channel_partner,partner-portal,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,53.0
T100463,C200463,2025-07-29,DPA,self_hosted,enterprise,EMEA,UAE,Azure SQL,DBA,paid_search,bing-dba,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,75.0
T100464,C200464,2025-12-19,DPA,self_hosted,SMB,EMEA,UAE,Azure SQL,DBA,content,whitepaper-query-tuning,B,14,true,true,false,false,false,0,true,10.0,,,Standard,3300.0,275.0,3.0,25.0
T100465,C200465,2026-02-13,SQL Sentry,self_hosted,enterprise,EMEA,UAE,SQL Server,IT_ops,direct,direct,A,14,false,false,false,false,false,0,false,,no_response,,,,,,4.0
T100466,C200466,2026-01-21,SQL Sentry,self_hosted,enterprise,EMEA,Netherlands,SQL Server,developer,direct,direct,B,14,true,true,true,true,false,0,false,,missing_db_platform,,,,,,6.0
T100467,C200467,2026-05-24,DPA,self_hosted,mid_market,APAC,Australia,SQL Server,IT_ops,organic,seo-docs,A,14,true,false,false,false,false,0,false,,no_response,,,,,,8.0
T100468,C200468,2025-04-24,DPM,saas,SMB,NAM,Canada,PostgreSQL,DBA,referral,g2-review,A,14,true,true,false,false,false,0,false,,missing_db_platform,,,,,,16.0
T100469,C200469,2025-11-16,DPA,self_hosted,enterprise,NAM,Canada,PostgreSQL,DBA,paid_search,gads-brand,A,14,true,false,false,false,false,0,true,10.0,,,Premier,28300.0,2358.0,24.0,102.0
T100470,C200470,2025-09-24,SQL Sentry,self_hosted,SMB,NAM,United States,Azure SQL,developer,channel_partner,reseller-emea,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,45.0
T100471,C200471,2025-10-30,DPM,saas,SMB,LATAM,Argentina,MongoDB,IT_ops,paid_search,bing-dba,A,30,true,false,false,false,false,0,true,7.0,,,Standard,2200.0,183.0,2.0,90.0
T100472,C200472,2025-04-04,DPA,self_hosted,enterprise,EMEA,France,Oracle,IT_ops,organic,seo-blog,B,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,8.0
T100473,C200473,2025-04-14,DPM,saas,SMB,NAM,Canada,MongoDB,developer,channel_partner,partner-portal,B,14,true,true,false,false,false,0,false,,no_response,,,,,,61.0
T100474,C200474,2025-07-15,DPM,saas,mid_market,APAC,Singapore,Amazon Aurora,developer,paid_social,li-retargeting,A,14,true,false,false,false,false,0,true,12.0,,,Professional,9600.0,800.0,8.0,103.0
T100475,C200475,2025-07-31,SQL Sentry,self_hosted,mid_market,EMEA,UAE,SQL Server,DBA,direct,direct,A,14,false,false,false,false,false,0,false,,no_response,,,,,,6.0
T100476,C200476,2025-10-06,DPM,saas,enterprise,NAM,Canada,PostgreSQL,DBA,paid_search,gads-dba-tools,A,14,true,true,true,true,false,0,false,,price,,,,,,75.0
T100477,C200477,2026-01-04,SQL Sentry,self_hosted,mid_market,NAM,Canada,SQL Server,DBA,paid_search,gads-brand,A,30,true,true,true,true,false,0,true,17.0,,,Professional,9600.0,800.0,8.0,80.0
T100478,C200478,2026-01-15,DPA,self_hosted,enterprise,APAC,Japan,Amazon RDS,developer,content,whitepaper-query-tuning,B,30,false,false,false,false,false,0,false,,setup_too_complex,,,,,,27.0
T100479,C200479,2025-09-28,SQL Sentry,self_hosted,SMB,APAC,Australia,SQL Server,DBA,events,pass-summit,B,14,false,false,false,false,false,0,false,,price,,,,,,119.0
T100480,C200480,2025-09-26,DPA,self_hosted,mid_market,NAM,United States,SQL Server,IT_ops,organic,seo-blog,A,14,false,false,false,false,false,0,false,,no_response,,,,,,11.0
T100481,C200481,2025-06-08,DPA,self_hosted,mid_market,NAM,Canada,Amazon RDS,DBA,content,ebook-sql-server,A,14,true,true,true,true,false,0,false,,price,,,,,,38.0
T100482,C200482,2025-12-24,DPA,self_hosted,SMB,NAM,United States,PostgreSQL,DBA,paid_search,gads-sql-monitoring,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,65.0
T100483,C200483,2025-08-07,DPA,self_hosted,SMB,EMEA,Netherlands,Amazon RDS,DBA,paid_search,gads-sql-monitoring,B,14,true,false,false,false,false,0,true,9.0,,,Standard,2300.0,192.0,2.0,77.0
T100484,C200484,2025-01-31,DPM,saas,SMB,NAM,Canada,PostgreSQL,developer,organic,seo-docs,B,14,true,true,false,false,false,0,false,,price,,,,,,6.0
T100485,C200485,2025-10-01,DPM,saas,SMB,NAM,United States,PostgreSQL,DBA,organic,seo-docs,B,14,true,true,true,true,false,0,false,,missing_db_platform,,,,,,8.0
T100486,C200486,2025-10-30,DPM,saas,mid_market,NAM,United States,MySQL,IT_ops,paid_search,bing-dba,B,30,true,false,false,false,false,0,false,,chose_competitor,Redgate,,,,,62.0
T100487,C200487,2025-06-13,DPA,self_hosted,SMB,LATAM,Brazil,Amazon RDS,DBA,email,db-tips-drip,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,9.0
T100488,C200488,2025-12-17,SQL Sentry,self_hosted,mid_market,EMEA,United Kingdom,SQL Server,DBA,paid_social,li-retargeting,A,14,true,false,false,false,false,0,true,11.0,,,Professional,12600.0,1050.0,10.0,89.0
T100489,C200489,2025-12-14,SQL Sentry,self_hosted,enterprise,NAM,United States,Azure SQL,DBA,organic,organic-brand,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,10.0
T100490,C200490,2026-02-14,DPA,self_hosted,mid_market,EMEA,Germany,MySQL,DBA,paid_social,li-retargeting,B,30,true,false,false,false,false,0,false,,no_response,,,,,,112.0
T100491,C200491,2026-01-21,SQL Sentry,self_hosted,enterprise,APAC,Singapore,SQL Server,IT_ops,channel_partner,reseller-emea,A,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,60.0
T100492,C200492,2026-01-23,DPA,self_hosted,mid_market,APAC,Australia,Amazon RDS,DBA,channel_partner,reseller-emea,A,14,false,false,false,false,false,0,false,,couldnt_connect_db,,,,,,54.0
T100493,C200493,2025-08-06,DPM,saas,enterprise,LATAM,Argentina,PostgreSQL,DBA,content,webinar-postgres,A,14,true,true,true,true,true,7,false,,price,,,,,,30.0
T100494,C200494,2026-03-22,DPA,self_hosted,mid_market,EMEA,Germany,Azure SQL,DBA,content,whitepaper-query-tuning,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,37.0
T100495,C200495,2025-12-06,DPM,saas,SMB,EMEA,UAE,PostgreSQL,developer,paid_search,gads-dba-tools,B,30,true,true,true,true,false,0,false,,chose_competitor,native tools,,,,,100.0
T100496,C200496,2025-10-08,DPM,saas,mid_market,NAM,Canada,Amazon Aurora,DBA,paid_social,li-retargeting,A,14,true,true,true,true,true,7,false,,no_response,,,,,,72.0
T100497,C200497,2026-01-11,SQL Sentry,self_hosted,mid_market,APAC,India,Azure SQL,IT_ops,events,pass-summit,A,14,true,false,false,false,false,0,false,,price,,,,,,118.0
T100498,C200498,2025-08-31,DPA,self_hosted,mid_market,EMEA,United Kingdom,Amazon RDS,developer,paid_social,li-retargeting,A,14,true,false,false,false,false,0,false,,price,,,,,,134.0
T100499,C200499,2025-11-18,DPA,self_hosted,SMB,NAM,United States,Azure SQL,developer,channel_partner,partner-portal,A,14,false,false,false,false,false,0,false,,no_response,,,,,,32.0
T100500,C200500,2026-03-01,DPM,saas,mid_market,EMEA,France,PostgreSQL,IT_ops,content,ebook-sql-server,A,14,true,true,true,true,false,0,false,,no_response,,,,,,44.0
T100501,C200501,2026-05-02,DPA,self_hosted,enterprise,NAM,United States,SQL Server,IT_ops,paid_search,gads-sql-monitoring,A,30,true,true,true,true,false,0,false,,chose_competitor,Redgate,,,,,52.0
T100502,C200502,2026-05-16,DPA,self_hosted,enterprise,EMEA,United Kingdom,Azure SQL,DBA,referral,g2-review,B,14,true,true,true,true,false,0,true,10.0,,,Premier,26000.0,2167.0,22.0,18.0
T100503,C200503,2025-11-14,DPM,saas,SMB,NAM,Canada,MongoDB,IT_ops,channel_partner,reseller-emea,A,14,true,true,false,false,false,0,false,,no_response,,,,,,44.0
T100504,C200504,2025-11-22,SQL Sentry,self_hosted,mid_market,NAM,Canada,SQL Server,developer,paid_search,bing-dba,A,14,false,false,false,false,false,0,false,,no_response,,,,,,99.0
T100505,C200505,2026-03-28,SQL Sentry,self_hosted,SMB,NAM,Canada,SQL Server,DBA,events,aws-reinvent,B,30,false,false,false,false,false,0,false,,no_response,,,,,,132.0
T100506,C200506,2025-08-05,DPA,self_hosted,mid_market,NAM,United States,MySQL,IT_ops,referral,g2-review,B,14,false,false,false,false,false,0,false,,setup_too_complex,,,,,,17.0
T100507,C200507,2026-04-12,DPA,self_hosted,SMB,NAM,Canada,SQL Server,developer,content,webinar-postgres,A,14,true,false,false,false,false,0,false,,price,,,,,,31.0
