opportunity_id,trial_id,product,region,stage,won,acv_usd
O00473,T04915,SQL Sentry,NAM,Closed Lost,0,
O00474,T04921,DPA,NAM,Closed Lost,0,
O00475,T04925,DPA,NAM,Closed Lost,0,
O00476,T04942,DPA,NAM,Closed Lost,0,
O00477,T04976,DPM,NAM,Negotiation,0,8400.0
O00478,T04998,SQL Sentry,EMEA,Proposal,0,12200.0
O00479,T05005,DPA,NAM,Closed Lost,0,
O00480,T05013,DPM,EMEA,Closed Lost,0,
O00481,T05014,SQL Sentry,NAM,Discovery,0,26600.0
O00482,T05027,SQL Sentry,APAC,Closed Lost,0,
O00483,T05029,DPA,EMEA,Discovery,0,5300.0
O00484,T05066,SQL Sentry,NAM,Proposal,0,14100.0
O00485,T05070,DPA,LATAM,Discovery,0,6000.0
O00486,T05086,SQL Sentry,NAM,Technical Evaluation,0,28700.0
O00487,T05091,DPA,LATAM,Proposal,0,24100.0
O00488,T05105,DPA,APAC,Negotiation,0,7100.0
O00489,T05106,DPM,LATAM,Closed Lost,0,
O00490,T05125,DPM,NAM,Discovery,0,11400.0
O00491,T05128,DPA,APAC,Discovery,0,10500.0
O00492,T05133,SQL Sentry,EMEA,Discovery,0,36800.0
O00493,T05134,SQL Sentry,EMEA,Discovery,0,39500.0
O00494,T05137,DPA,LATAM,Closed Won,1,32600.0
O00495,T05166,DPM,NAM,Closed Lost,0,
O00496,T05167,SQL Sentry,NAM,Closed Lost,0,
O00497,T05185,SQL Sentry,NAM,Closed Lost,0,
O00498,T05186,DPM,EMEA,Closed Lost,0,
O00499,T05195,DPM,APAC,Discovery,0,10700.0
O00500,T05222,DPA,EMEA,Closed Won,1,28800.0
O00501,T05223,DPA,APAC,Negotiation,0,12300.0
O00502,T05296,DPA,LATAM,Closed Won,1,10900.0
O00503,T05297,SQL Sentry,APAC,Closed Lost,0,
O00504,T05304,DPA,EMEA,Closed Lost,0,
O00505,T05316,DPA,NAM,Proposal,0,10400.0
O00506,T05321,DPA,NAM,Negotiation,0,11800.0
O00507,T05328,DPA,NAM,Closed Lost,0,
O00508,T05331,DPM,NAM,Negotiation,0,4200.0
O00509,T05337,DPA,EMEA,Technical Evaluation,0,25700.0
O00510,T05347,DPA,APAC,Proposal,0,1600.0
O00511,T05368,SQL Sentry,NAM,Negotiation,0,5500.0
O00512,T05375,DPA,EMEA,Technical Evaluation,0,47500.0
O00513,T05383,DPM,LATAM,Negotiation,0,11300.0
O00514,T05409,DPA,APAC,Closed Won,1,9400.0
O00515,T05410,SQL Sentry,EMEA,Proposal,0,7100.0
O00516,T05416,DPA,APAC,Discovery,0,8200.0
O00517,T05448,DPM,LATAM,Discovery,0,23200.0
O00518,T05450,DPM,EMEA,Discovery,0,15600.0
O00519,T05452,SQL Sentry,NAM,Proposal,0,28200.0
O00520,T05456,SQL Sentry,EMEA,Discovery,0,22000.0
O00521,T05463,DPA,NAM,Closed Lost,0,
O00522,T05468,DPM,EMEA,Discovery,0,15000.0
O00523,T05472,SQL Sentry,EMEA,Discovery,0,14900.0
O00524,T05497,DPA,EMEA,Discovery,0,19000.0
O00525,T05507,SQL Sentry,NAM,Negotiation,0,5200.0
O00526,T05510,DPA,NAM,Proposal,0,8400.0
O00527,T05541,SQL Sentry,LATAM,Negotiation,0,5000.0
O00528,T05544,DPA,EMEA,Technical Evaluation,0,7500.0
O00529,T05546,SQL Sentry,EMEA,Closed Lost,0,
O00530,T05552,SQL Sentry,EMEA,Closed Lost,0,
O00531,T05573,DPM,EMEA,Negotiation,0,28000.0
O00532,T05578,DPA,NAM,Discovery,0,28700.0
O00533,T05583,DPA,EMEA,Discovery,0,8800.0
O00534,T05588,DPM,NAM,Proposal,0,8600.0
O00535,T05598,DPM,NAM,Closed Lost,0,
O00536,T05601,SQL Sentry,APAC,Negotiation,0,26700.0
O00537,T05602,SQL Sentry,APAC,Closed Lost,0,
O00538,T05603,SQL Sentry,APAC,Discovery,0,11900.0
O00539,T05609,DPA,EMEA,Negotiation,0,31500.0
O00540,T05630,DPA,NAM,Closed Lost,0,
O00541,T05632,DPA,APAC,Technical Evaluation,0,4200.0
O00542,T05654,DPA,EMEA,Closed Lost,0,
O00543,T05678,DPA,EMEA,Closed Lost,0,
O00544,T05682,DPA,EMEA,Closed Lost,0,
O00545,T05695,SQL Sentry,NAM,Discovery,0,35000.0
O00546,T05708,DPM,EMEA,Discovery,0,17000.0
O00547,T05712,SQL Sentry,NAM,Closed Lost,0,
O00548,T05718,SQL Sentry,EMEA,Proposal,0,29400.0
O00549,T05731,SQL Sentry,EMEA,Closed Won,1,15000.0
O00550,T05735,DPM,APAC,Closed Lost,0,
O00551,T05750,DPA,APAC,Discovery,0,17600.0
O00552,T05752,DPA,NAM,Technical Evaluation,0,25100.0
O00553,T05756,DPA,NAM,Discovery,0,38000.0
O00554,T05782,SQL Sentry,NAM,Closed Lost,0,
O00555,T05784,DPM,APAC,Technical Evaluation,0,11800.0
O00556,T05813,SQL Sentry,EMEA,Technical Evaluation,0,8400.0
O00557,T05814,DPA,NAM,Proposal,0,12100.0
O00558,T05821,DPM,EMEA,Discovery,0,33500.0
O00559,T05822,DPA,EMEA,Closed Won,1,48700.0
O00560,T05824,DPM,EMEA,Negotiation,0,10600.0
O00561,T05850,DPA,NAM,Proposal,0,9100.0
O00562,T05855,DPM,EMEA,Closed Lost,0,
O00563,T05856,DPA,APAC,Proposal,0,30700.0
O00564,T05870,SQL Sentry,NAM,Technical Evaluation,0,3900.0
O00565,T05880,DPA,NAM,Closed Lost,0,
O00566,T05884,SQL Sentry,LATAM,Technical Evaluation,0,3600.0
O00567,T05887,DPA,NAM,Proposal,0,4700.0
O00568,T05889,DPM,EMEA,Closed Lost,0,
O00569,T05913,DPM,NAM,Closed Won,1,8200.0
O00570,T05925,DPA,APAC,Technical Evaluation,0,9700.0
O00571,T05959,DPA,NAM,Closed Lost,0,
O00572,T05968,DPA,EMEA,Negotiation,0,22400.0
O00573,T05975,DPA,EMEA,Proposal,0,5900.0
O00574,T05979,SQL Sentry,LATAM,Closed Lost,0,
O00575,T05983,DPA,APAC,Discovery,0,7800.0
O00576,T05992,DPM,EMEA,Proposal,0,8000.0
O00577,T05996,DPA,NAM,Discovery,0,8600.0
O00578,T06005,DPA,NAM,Closed Lost,0,
O00579,T06011,SQL Sentry,APAC,Proposal,0,5700.0
O00580,T06025,DPM,EMEA,Closed Lost,0,
O00581,T06028,SQL Sentry,NAM,Proposal,0,12500.0
O00582,T06044,DPA,NAM,Closed Lost,0,
O00583,T06065,DPA,APAC,Closed Lost,0,
O00584,T06068,SQL Sentry,NAM,Discovery,0,29900.0
O00585,T06074,SQL Sentry,EMEA,Closed Lost,0,
O00586,T06105,DPM,NAM,Closed Lost,0,
O00587,T06138,DPA,NAM,Closed Lost,0,
O00588,T06156,DPM,NAM,Discovery,0,17600.0
O00589,T06159,DPM,NAM,Discovery,0,18800.0
O00590,T06165,DPA,EMEA,Closed Won,1,6800.0
O00591,T06196,SQL Sentry,NAM,Negotiation,0,9000.0
O00592,T06203,DPA,APAC,Closed Lost,0,
O00593,T06204,DPA,APAC,Negotiation,0,5100.0
O00594,T06205,DPA,NAM,Negotiation,0,30800.0
O00595,T06223,DPA,NAM,Technical Evaluation,0,8400.0
O00596,T06247,DPA,EMEA,Proposal,0,26900.0
O00597,T06248,DPM,NAM,Proposal,0,5900.0
O00598,T06259,DPA,LATAM,Technical Evaluation,0,3700.0
O00599,T06260,DPA,EMEA,Closed Lost,0,
O00600,T06270,DPA,EMEA,Closed Lost,0,
O00601,T06274,DPM,EMEA,Negotiation,0,11000.0
O00602,T06293,DPA,NAM,Discovery,0,10200.0
O00603,T06296,DPA,NAM,Proposal,0,4100.0
O00604,T06313,SQL Sentry,NAM,Closed Lost,0,
O00605,T06336,DPM,NAM,Closed Lost,0,
O00606,T06342,DPA,NAM,Discovery,0,37100.0
O00607,T06364,SQL Sentry,APAC,Closed Lost,0,
O00608,T06385,SQL Sentry,NAM,Proposal,0,2900.0
O00609,T06387,DPA,EMEA,Closed Lost,0,
O00610,T06403,SQL Sentry,NAM,Discovery,0,10700.0
O00611,T06408,DPA,EMEA,Technical Evaluation,0,12900.0
O00612,T06415,DPA,LATAM,Technical Evaluation,0,12200.0
O00613,T06455,DPA,EMEA,Closed Lost,0,
O00614,T06465,DPA,LATAM,Closed Lost,0,
O00615,T06467,DPM,LATAM,Closed Lost,0,
O00616,T06486,DPA,EMEA,Proposal,0,19800.0
O00617,T06491,SQL Sentry,NAM,Technical Evaluation,0,9100.0
O00618,T06502,DPA,NAM,Closed Lost,0,
O00619,T06517,DPA,NAM,Closed Lost,0,
O00620,T06527,DPA,EMEA,Technical Evaluation,0,5000.0
O00621,T06536,DPA,APAC,Closed Lost,0,
O00622,T06541,DPM,NAM,Closed Lost,0,
O00623,T06545,SQL Sentry,NAM,Closed Won,1,49800.0
O00624,T06558,SQL Sentry,EMEA,Closed Lost,0,
O00625,T06561,DPM,NAM,Proposal,0,12700.0
O00626,T06585,SQL Sentry,NAM,Proposal,0,21800.0
O00627,T06598,DPM,EMEA,Discovery,0,5500.0
O00628,T06600,DPM,NAM,Closed Lost,0,
O00629,T06605,DPM,APAC,Technical Evaluation,0,2600.0
O00630,T06654,DPA,EMEA,Closed Lost,0,
O00631,T06673,DPA,NAM,Closed Lost,0,
O00632,T06694,DPA,NAM,Negotiation,0,4200.0
O00633,T06709,SQL Sentry,NAM,Closed Lost,0,
O00634,T06712,SQL Sentry,APAC,Negotiation,0,33700.0
O00635,T06714,DPA,NAM,Proposal,0,23900.0
O00636,T06717,DPM,NAM,Closed Won,1,9700.0
O00637,T06721,DPA,APAC,Proposal,0,21800.0
O00638,T06731,DPA,NAM,Closed Lost,0,
O00639,T06734,DPA,EMEA,Negotiation,0,28100.0
O00640,T06749,SQL Sentry,APAC,Proposal,0,11800.0
O00641,T06750,DPA,NAM,Proposal,0,12500.0
O00642,T06753,DPM,EMEA,Proposal,0,3600.0
O00643,T06764,DPA,LATAM,Discovery,0,6200.0
O00644,T06774,DPA,NAM,Closed Lost,0,
O00645,T06799,DPA,APAC,Proposal,0,4800.0
O00646,T06803,DPA,APAC,Proposal,0,14500.0
O00647,T06813,DPA,NAM,Discovery,0,2600.0
O00648,T06819,DPA,NAM,Negotiation,0,13600.0
O00649,T06839,SQL Sentry,EMEA,Closed Lost,0,
O00650,T06849,DPM,NAM,Negotiation,0,7900.0
O00651,T06852,DPA,EMEA,Closed Lost,0,
O00652,T06860,DPM,EMEA,Negotiation,0,3700.0
O00653,T06861,DPM,LATAM,Closed Won,1,19500.0
O00654,T06868,DPA,LATAM,Closed Lost,0,
O00655,T06871,DPM,EMEA,Closed Lost,0,
O00656,T06884,DPM,EMEA,Technical Evaluation,0,8100.0
O00657,T06892,DPM,NAM,Technical Evaluation,0,4000.0
O00658,T06893,SQL Sentry,EMEA,Closed Lost,0,
O00659,T06915,SQL Sentry,EMEA,Closed Lost,0,
O00660,T06918,DPA,APAC,Discovery,0,25100.0
O00661,T06921,SQL Sentry,EMEA,Technical Evaluation,0,33000.0
O00662,T06927,SQL Sentry,NAM,Discovery,0,8100.0
O00663,T06929,DPA,EMEA,Closed Won,1,12800.0
O00664,T06933,DPA,EMEA,Closed Won,1,4600.0
O00665,T06939,DPA,EMEA,Negotiation,0,7900.0
O00666,T06941,DPA,EMEA,Proposal,0,47500.0
O00667,T06947,DPA,EMEA,Closed Lost,0,
O00668,T06948,DPA,NAM,Technical Evaluation,0,4700.0
O00669,T06959,DPA,NAM,Technical Evaluation,0,14000.0
O00670,T06965,SQL Sentry,NAM,Closed Lost,0,
O00671,T06972,DPA,EMEA,Closed Lost,0,
O00672,T06979,DPA,NAM,Closed Lost,0,
O00673,T06996,DPM,NAM,Technical Evaluation,0,12100.0
O00674,T07009,SQL Sentry,NAM,Negotiation,0,5600.0
O00675,T07018,DPA,EMEA,Closed Won,1,7600.0
O00676,T07046,DPA,APAC,Proposal,0,6300.0
O00677,T07050,DPA,APAC,Technical Evaluation,0,7900.0
O00678,T07072,DPA,EMEA,Negotiation,0,12000.0
O00679,T07090,DPA,LATAM,Closed Lost,0,
O00680,T07105,SQL Sentry,EMEA,Closed Lost,0,
O00681,T07114,DPM,NAM,Negotiation,0,15800.0
O00682,T07130,SQL Sentry,LATAM,Negotiation,0,15300.0
O00683,T07132,DPM,APAC,Closed Lost,0,
O00684,T07147,DPM,EMEA,Closed Lost,0,
O00685,T07155,SQL Sentry,EMEA,Proposal,0,32000.0
O00686,T07195,DPA,NAM,Negotiation,0,8800.0
O00687,T07197,DPA,EMEA,Proposal,0,26800.0
O00688,T07204,DPM,EMEA,Proposal,0,21700.0
O00689,T07217,SQL Sentry,APAC,Technical Evaluation,0,5000.0
O00690,T07231,DPM,NAM,Negotiation,0,6300.0
O00691,T07236,DPM,NAM,Discovery,0,6600.0
O00692,T07254,SQL Sentry,EMEA,Proposal,0,34600.0
O00693,T07255,DPA,APAC,Discovery,0,5500.0
O00694,T07267,DPA,EMEA,Closed Lost,0,
O00695,T07274,DPM,APAC,Technical Evaluation,0,10000.0
O00696,T07298,DPA,EMEA,Closed Lost,0,
O00697,T07315,DPA,APAC,Discovery,0,46100.0
O00698,T07333,DPA,NAM,Discovery,0,12000.0
O00699,T07335,DPM,LATAM,Closed Lost,0,
O00700,T07337,DPM,NAM,Negotiation,0,32900.0
O00701,T07358,SQL Sentry,NAM,Discovery,0,15300.0
O00702,T07367,DPM,NAM,Closed Lost,0,
O00703,T07373,DPA,NAM,Closed Won,1,5200.0
O00704,T07390,DPM,NAM,Closed Lost,0,
O00705,T07400,DPA,EMEA,Technical Evaluation,0,2800.0
O00706,T07411,DPA,EMEA,Closed Lost,0,
O00707,T07416,SQL Sentry,EMEA,Closed Lost,0,
O00708,T07440,SQL Sentry,NAM,Closed Lost,0,
O00709,T07443,DPM,NAM,Proposal,0,8400.0
O00710,T07458,DPM,APAC,Discovery,0,11900.0
O00711,T07468,SQL Sentry,NAM,Technical Evaluation,0,3100.0
O00712,T07470,DPA,NAM,Proposal,0,11100.0
O00713,T07482,DPA,EMEA,Closed Lost,0,
O00714,T07485,DPA,NAM,Discovery,0,8600.0
O00715,T07512,DPA,NAM,Closed Lost,0,
O00716,T07516,SQL Sentry,NAM,Negotiation,0,34700.0
O00717,T07525,SQL Sentry,NAM,Negotiation,0,10000.0
O00718,T07540,SQL Sentry,NAM,Negotiation,0,6600.0
O00719,T07546,DPM,NAM,Closed Lost,0,
O00720,T07561,SQL Sentry,EMEA,Closed Won,1,36000.0
O00721,T07581,SQL Sentry,APAC,Proposal,0,9100.0
O00722,T07602,DPM,NAM,Discovery,0,16400.0
O00723,T07606,DPA,EMEA,Technical Evaluation,0,3700.0
O00724,T07618,DPM,APAC,Proposal,0,8000.0
O00725,T07620,DPA,NAM,Technical Evaluation,0,2300.0
O00726,T07632,SQL Sentry,EMEA,Closed Lost,0,
O00727,T07645,SQL Sentry,NAM,Discovery,0,19700.0
O00728,T07651,DPM,NAM,Discovery,0,6700.0
O00729,T07656,SQL Sentry,EMEA,Negotiation,0,13100.0
O00730,T07676,DPA,APAC,Negotiation,0,5500.0
O00731,T07682,SQL Sentry,NAM,Closed Lost,0,
O00732,T07693,SQL Sentry,NAM,Closed Lost,0,
O00733,T07694,DPA,LATAM,Negotiation,0,5400.0
O00734,T07712,SQL Sentry,APAC,Closed Lost,0,
O00735,T07713,DPA,NAM,Proposal,0,2300.0
O00736,T07719,SQL Sentry,APAC,Technical Evaluation,0,12500.0
O00737,T07731,DPA,EMEA,Closed Lost,0,
O00738,T07735,DPA,NAM,Closed Lost,0,
O00739,T07737,DPM,NAM,Proposal,0,7100.0
O00740,T07750,DPA,NAM,Discovery,0,8600.0
O00741,T07783,DPM,LATAM,Negotiation,0,10500.0
O00742,T07789,DPA,NAM,Closed Lost,0,
O00743,T07811,DPA,NAM,Closed Lost,0,
O00744,T07814,DPM,NAM,Discovery,0,8500.0
O00745,T07821,DPA,NAM,Closed Lost,0,
O00746,T07836,DPM,APAC,Negotiation,0,61200.0
O00747,T07839,DPA,EMEA,Technical Evaluation,0,5300.0
O00748,T07862,DPA,NAM,Closed Lost,0,
O00749,T07870,DPA,APAC,Technical Evaluation,0,18800.0
O00750,T07875,DPM,LATAM,Closed Lost,0,
O00751,T07883,DPA,NAM,Closed Lost,0,
O00752,T07906,DPA,APAC,Closed Lost,0,
O00753,T07911,DPA,NAM,Closed Lost,0,
O00754,T07923,DPA,EMEA,Technical Evaluation,0,34500.0
O00755,T07930,DPA,APAC,Proposal,0,5500.0
O00756,T07934,SQL Sentry,NAM,Closed Lost,0,
O00757,T07939,DPA,NAM,Negotiation,0,11700.0
O00758,T07941,DPM,APAC,Discovery,0,6100.0
O00759,T07956,DPA,NAM,Closed Won,1,38100.0
O00760,T07969,DPM,NAM,Proposal,0,3900.0
O00761,T07973,DPM,LATAM,Closed Lost,0,
O00762,T07981,DPM,NAM,Discovery,0,7700.0
O00763,T07987,DPM,APAC,Closed Lost,0,
O00764,T07989,SQL Sentry,LATAM,Closed Lost,0,
O00765,T08019,DPM,EMEA,Closed Lost,0,
O00766,T08026,SQL Sentry,LATAM,Proposal,0,5500.0
O00767,T08029,SQL Sentry,EMEA,Technical Evaluation,0,5600.0
O00768,T08055,DPA,LATAM,Proposal,0,26000.0
O00769,T08061,SQL Sentry,EMEA,Closed Lost,0,
O00770,T08067,DPA,EMEA,Closed Lost,0,
O00771,T08099,SQL Sentry,EMEA,Closed Lost,0,
O00772,T08109,DPM,EMEA,Negotiation,0,9400.0
O00773,T08117,SQL Sentry,APAC,Technical Evaluation,0,29800.0
O00774,T08124,SQL Sentry,NAM,Closed Lost,0,
O00775,T08128,SQL Sentry,NAM,Negotiation,0,31300.0
O00776,T08136,SQL Sentry,APAC,Discovery,0,8800.0
O00777,T08137,DPM,NAM,Closed Lost,0,
O00778,T08143,SQL Sentry,EMEA,Discovery,0,10200.0
O00779,T08148,DPA,EMEA,Proposal,0,17500.0
O00780,T08166,DPM,NAM,Closed Lost,0,
O00781,T08169,SQL Sentry,NAM,Discovery,0,7600.0
O00782,T08172,DPA,NAM,Discovery,0,8600.0
O00783,T08181,DPA,LATAM,Discovery,0,27600.0
O00784,T08184,DPA,NAM,Closed Lost,0,
O00785,T08189,SQL Sentry,NAM,Closed Lost,0,
O00786,T08220,DPM,NAM,Proposal,0,8000.0
O00787,T08224,DPA,EMEA,Discovery,0,4500.0
O00788,T08243,SQL Sentry,EMEA,Closed Lost,0,
O00789,T08250,DPM,LATAM,Negotiation,0,10700.0
O00790,T08251,DPA,EMEA,Closed Lost,0,
O00791,T08259,DPA,NAM,Closed Lost,0,
O00792,T08275,DPA,EMEA,Negotiation,0,7800.0
O00793,T08276,DPM,APAC,Closed Lost,0,
O00794,T08288,DPA,APAC,Closed Lost,0,
O00795,T08289,SQL Sentry,APAC,Discovery,0,7800.0
O00796,T08292,SQL Sentry,NAM,Closed Lost,0,
O00797,T08303,DPA,APAC,Closed Lost,0,
O00798,T08311,SQL Sentry,APAC,Discovery,0,43800.0
O00799,T08315,DPM,NAM,Closed Lost,0,
O00800,T08322,DPA,EMEA,Discovery,0,20500.0
O00801,T08343,SQL Sentry,EMEA,Closed Lost,0,
O00802,T08353,DPM,EMEA,Proposal,0,12000.0
O00803,T08355,DPM,EMEA,Proposal,0,11000.0
O00804,T08362,DPM,EMEA,Closed Lost,0,
O00805,T08364,SQL Sentry,EMEA,Negotiation,0,44300.0
O00806,T08371,DPM,NAM,Closed Lost,0,
O00807,T08376,DPA,APAC,Closed Lost,0,
O00808,T08381,DPM,APAC,Negotiation,0,7900.0
O00809,T08411,DPA,APAC,Technical Evaluation,0,19600.0
O00810,T08413,DPA,NAM,Closed Lost,0,
O00811,T08415,DPM,NAM,Discovery,0,14200.0
O00812,T08422,DPM,NAM,Negotiation,0,9900.0
O00813,T08430,SQL Sentry,NAM,Negotiation,0,14000.0
O00814,T08432,DPA,EMEA,Proposal,0,3700.0
O00815,T08441,DPM,EMEA,Closed Lost,0,
O00816,T08449,DPM,EMEA,Discovery,0,7400.0
O00817,T08457,SQL Sentry,NAM,Closed Lost,0,
O00818,T08460,DPA,NAM,Closed Lost,0,
O00819,T08463,DPA,APAC,Negotiation,0,14400.0
O00820,T08468,SQL Sentry,NAM,Closed Won,1,6200.0
O00821,T08473,SQL Sentry,APAC,Closed Lost,0,
O00822,T08494,SQL Sentry,NAM,Closed Won,1,5800.0
O00823,T08507,SQL Sentry,EMEA,Closed Lost,0,
O00824,T08525,SQL Sentry,NAM,Proposal,0,10200.0
O00825,T08539,SQL Sentry,EMEA,Proposal,0,28900.0
O00826,T08542,SQL Sentry,NAM,Proposal,0,28200.0
O00827,T08555,DPA,NAM,Proposal,0,37800.0
O00828,T08576,DPA,LATAM,Proposal,0,55600.0
O00829,T08583,SQL Sentry,NAM,Discovery,0,18300.0
O00830,T08590,DPM,LATAM,Closed Lost,0,
O00831,T08592,DPA,NAM,Discovery,0,16400.0
O00832,T08597,DPM,APAC,Proposal,0,7900.0
O00833,T08598,DPA,NAM,Proposal,0,19900.0
O00834,T08603,DPA,APAC,Discovery,0,47200.0
O00835,T08608,DPA,NAM,Proposal,0,25900.0
O00836,T08618,DPM,APAC,Closed Lost,0,
O00837,T08624,DPM,NAM,Technical Evaluation,0,3900.0
O00838,T08628,SQL Sentry,EMEA,Discovery,0,3800.0
O00839,T08638,DPA,EMEA,Closed Lost,0,
O00840,T08679,DPM,EMEA,Proposal,0,25500.0
O00841,T08680,DPA,APAC,Discovery,0,7600.0
O00842,T08682,SQL Sentry,NAM,Negotiation,0,13400.0
O00843,T08687,DPM,NAM,Closed Lost,0,
O00844,T08689,DPA,APAC,Technical Evaluation,0,25100.0
O00845,T08719,DPM,EMEA,Technical Evaluation,0,10700.0
O00846,T08721,DPM,LATAM,Discovery,0,13400.0
O00847,T08723,DPA,EMEA,Closed Lost,0,
O00848,T08734,SQL Sentry,APAC,Discovery,0,4600.0
O00849,T08738,DPM,EMEA,Closed Lost,0,
O00850,T08741,SQL Sentry,NAM,Closed Lost,0,
O00851,T08744,DPM,EMEA,Negotiation,0,27100.0
O00852,T08745,SQL Sentry,NAM,Closed Lost,0,
O00853,T08766,DPM,NAM,Closed Lost,0,
O00854,T08793,DPM,EMEA,Closed Lost,0,
O00855,T08806,DPA,NAM,Proposal,0,34700.0
O00856,T08816,SQL Sentry,NAM,Closed Lost,0,
O00857,T08832,DPA,EMEA,Proposal,0,5800.0
O00858,T08841,DPA,NAM,Discovery,0,18700.0
O00859,T08845,SQL Sentry,NAM,Closed Lost,0,
O00860,T08846,DPM,NAM,Closed Lost,0,
O00861,T08852,DPM,NAM,Negotiation,0,32900.0
O00862,T08875,DPA,LATAM,Closed Won,1,7300.0
O00863,T08876,SQL Sentry,NAM,Proposal,0,21300.0
O00864,T08878,DPA,NAM,Negotiation,0,11500.0
O00865,T08890,DPA,APAC,Negotiation,0,13900.0
O00866,T08893,DPM,APAC,Proposal,0,4800.0
O00867,T08902,DPM,APAC,Discovery,0,16200.0
O00868,T08908,DPA,EMEA,Technical Evaluation,0,14900.0
O00869,T08958,SQL Sentry,NAM,Closed Lost,0,
O00870,T08964,DPA,NAM,Closed Won,1,26700.0
O00871,T08973,DPM,LATAM,Technical Evaluation,0,23800.0
O00872,T08984,DPA,APAC,Closed Lost,0,
O00873,T08987,DPA,APAC,Closed Lost,0,
O00874,T08999,DPM,NAM,Closed Lost,0,
O00875,T09001,DPA,NAM,Technical Evaluation,0,7900.0
O00876,T09033,SQL Sentry,EMEA,Closed Lost,0,
O00877,T09040,DPA,APAC,Closed Lost,0,
O00878,T09059,DPA,LATAM,Closed Lost,0,
O00879,T09074,DPA,EMEA,Closed Lost,0,
O00880,T09076,DPM,EMEA,Closed Lost,0,
O00881,T09091,DPA,EMEA,Negotiation,0,10200.0
O00882,T09116,DPA,EMEA,Proposal,0,19000.0
O00883,T09119,DPA,NAM,Closed Lost,0,
O00884,T09167,SQL Sentry,NAM,Technical Evaluation,0,6800.0
O00885,T09181,DPA,APAC,Closed Lost,0,
O00886,T09183,DPA,EMEA,Closed Lost,0,
O00887,T09188,DPA,LATAM,Closed Lost,0,
O00888,T09198,DPA,NAM,Closed Lost,0,
O00889,T09200,DPA,EMEA,Closed Lost,0,
O00890,T09210,SQL Sentry,EMEA,Closed Lost,0,
O00891,T09217,DPM,NAM,Technical Evaluation,0,16200.0
O00892,T09230,DPM,NAM,Proposal,0,7200.0
O00893,T09243,SQL Sentry,EMEA,Closed Lost,0,
O00894,T09248,DPA,LATAM,Closed Lost,0,
O00895,T09295,DPA,NAM,Technical Evaluation,0,28000.0
O00896,T09300,DPM,APAC,Technical Evaluation,0,10700.0
O00897,T09308,SQL Sentry,EMEA,Closed Lost,0,
O00898,T09322,DPM,APAC,Technical Evaluation,0,12400.0
O00899,T09342,SQL Sentry,EMEA,Closed Lost,0,
O00900,T09343,DPM,NAM,Negotiation,0,36900.0
O00901,T09349,DPA,NAM,Technical Evaluation,0,4000.0
O00902,T09352,SQL Sentry,APAC,Negotiation,0,10500.0
O00903,T09354,DPM,NAM,Technical Evaluation,0,19300.0
O00904,T09393,SQL Sentry,EMEA,Proposal,0,10100.0
O00905,T09397,SQL Sentry,NAM,Negotiation,0,10900.0
O00906,T09436,DPA,APAC,Closed Lost,0,
O00907,T09443,DPM,NAM,Negotiation,0,6500.0
O00908,T09445,SQL Sentry,APAC,Closed Lost,0,
O00909,T09446,DPA,NAM,Technical Evaluation,0,22300.0
O00910,T09451,DPA,NAM,Technical Evaluation,0,29100.0
O00911,T09454,DPM,EMEA,Proposal,0,23200.0
O00912,T09463,DPM,APAC,Discovery,0,12900.0
O00913,T09472,DPA,APAC,Proposal,0,11300.0
O00914,T09485,SQL Sentry,NAM,Closed Lost,0,
O00915,T09507,DPM,EMEA,Closed Lost,0,
O00916,T09510,DPM,EMEA,Discovery,0,6800.0
O00917,T09511,DPM,LATAM,Discovery,0,2100.0
O00918,T09512,DPM,NAM,Technical Evaluation,0,19600.0
O00919,T09515,DPA,EMEA,Closed Won,1,45200.0
O00920,T09519,SQL Sentry,APAC,Technical Evaluation,0,23100.0
O00921,T09530,SQL Sentry,LATAM,Proposal,0,16100.0
O00922,T09537,DPA,EMEA,Negotiation,0,16000.0
O00923,T09547,DPM,NAM,Technical Evaluation,0,16000.0
O00924,T09553,DPA,NAM,Negotiation,0,10200.0
O00925,T09570,DPM,LATAM,Closed Lost,0,
O00926,T09572,SQL Sentry,NAM,Closed Lost,0,
O00927,T09580,SQL Sentry,NAM,Closed Lost,0,
O00928,T09582,DPA,EMEA,Negotiation,0,40200.0
O00929,T09591,SQL Sentry,EMEA,Closed Lost,0,
O00930,T09614,DPA,NAM,Discovery,0,3600.0
O00931,T09622,DPA,NAM,Technical Evaluation,0,7900.0
O00932,T09642,DPA,NAM,Technical Evaluation,0,23700.0
O00933,T09646,DPA,NAM,Closed Lost,0,
O00934,T09652,SQL Sentry,APAC,Closed Lost,0,
O00935,T09665,DPM,NAM,Negotiation,0,11500.0
O00936,T09673,DPM,NAM,Technical Evaluation,0,31700.0
O00937,T09708,DPA,NAM,Closed Lost,0,
O00938,T09720,DPM,NAM,Proposal,0,15700.0
O00939,T09722,SQL Sentry,APAC,Closed Lost,0,
O00940,T09725,DPA,APAC,Technical Evaluation,0,18100.0
O00941,T09742,DPM,NAM,Proposal,0,14600.0
O00942,T09750,DPA,NAM,Negotiation,0,9300.0
O00943,T09752,DPA,APAC,Technical Evaluation,0,41300.0
O00944,T09759,DPA,EMEA,Discovery,0,2400.0
O00945,T09771,DPA,APAC,Closed Lost,0,
O00946,T09775,DPA,NAM,Closed Won,1,4400.0
