trial_id,logins,instances_monitored,wait_time_analyses_run,tuning_advisors_used,anomaly_alerts_configured,reports_generated,feature_adoption_rate,engagement_score
T03032,8,2,8,1,1,1,0.45,33
T03033,1,1,0,0,0,0,0.0,11
T03034,1,1,0,0,0,0,0.0,4
T03035,0,1,0,0,0,0,0.0,14
T03036,21,5,22,4,1,0,0.88,94
T03037,10,3,9,3,0,0,0.53,54
T03038,9,3,11,3,2,0,0.53,47
T03039,0,0,0,0,0,0,0.0,1
T03040,1,1,0,0,0,0,0.0,7
T03041,20,4,22,6,1,1,0.8,100
T03042,0,0,0,0,0,0,0.0,1
T03043,0,0,0,0,0,0,0.0,2
T03044,7,2,10,1,0,2,0.48,39
T03045,9,3,13,2,1,0,0.52,50
T03046,0,0,0,0,0,0,0.0,1
T03047,2,1,0,0,0,0,0.0,14
T03048,0,0,0,0,0,0,0.0,11
T03049,11,2,11,1,2,2,0.57,54
T03050,1,1,0,0,0,0,0.0,19
T03051,11,6,12,3,5,2,0.75,72
T03052,1,0,0,0,0,0,0.0,1
T03053,0,0,0,0,0,0,0.0,8
T03054,0,0,0,0,0,0,0.0,1
T03055,11,3,6,2,1,0,0.52,43
T03056,3,1,0,0,0,0,0.0,17
T03057,0,0,0,0,0,0,0.0,9
T03058,1,0,0,0,0,0,0.0,3
T03059,0,0,0,0,0,0,0.0,3
T03060,0,0,0,0,0,0,0.0,3
T03061,0,0,0,0,0,0,0.0,4
T03062,6,4,6,3,1,2,0.43,35
T03063,1,1,0,0,0,0,0.0,18
T03064,1,1,0,0,0,0,0.0,10
T03065,16,7,13,6,2,0,0.61,67
T03066,0,1,0,0,0,0,0.0,19
T03067,15,4,7,3,2,1,0.91,81
T03068,12,3,16,4,2,1,0.54,62
T03069,1,0,0,0,0,0,0.0,1
T03070,0,1,0,0,0,0,0.0,5
T03071,0,1,0,0,0,0,0.0,6
T03072,14,1,13,3,4,1,0.65,75
T03073,1,0,0,0,0,0,0.0,1
T03074,18,4,10,5,2,0,0.68,83
T03075,0,0,0,0,0,0,0.0,3
T03076,0,0,0,0,0,0,0.0,1
T03077,0,0,0,0,0,0,0.0,5
T03078,0,0,0,0,0,0,0.0,8
T03079,0,0,0,0,0,0,0.0,7
T03080,0,0,0,0,0,0,0.0,3
T03081,13,6,10,5,0,0,0.53,53
T03082,0,0,0,0,0,0,0.0,2
T03083,0,0,0,0,0,0,0.0,4
T03084,24,6,14,3,2,1,0.73,83
T03085,2,0,0,0,0,0,0.0,1
T03086,0,1,0,0,0,0,0.0,11
T03087,4,4,7,2,0,0,0.54,34
T03088,11,1,8,1,0,0,0.42,48
T03089,5,1,2,0,0,0,0.24,13
T03090,0,0,0,0,0,0,0.0,1
T03091,0,0,0,0,0,0,0.0,4
T03092,1,0,0,0,0,0,0.0,3
T03093,5,2,4,3,1,0,0.42,35
T03094,0,0,0,0,0,0,0.0,2
T03095,0,0,0,0,0,0,0.0,3
T03096,0,1,0,0,0,0,0.0,11
T03097,13,4,9,10,2,1,0.67,76
T03098,0,0,0,0,0,0,0.0,1
T03099,0,0,0,0,0,0,0.0,4
T03100,0,0,0,0,0,0,0.0,3
T03101,0,0,0,0,0,0,0.0,5
T03102,0,0,0,0,0,0,0.0,3
T03103,0,0,0,0,0,0,0.0,4
T03104,11,4,12,5,2,5,0.9,93
T03105,14,7,11,6,3,2,0.71,85
T03106,6,4,14,4,0,2,0.64,57
T03107,0,1,0,0,0,0,0.0,22
T03108,0,1,0,0,0,0,0.0,17
T03109,17,4,9,3,1,2,0.62,67
T03110,0,0,0,0,0,0,0.0,4
T03111,0,0,0,0,0,0,0.0,6
T03112,0,1,0,0,0,0,0.0,4
T03113,10,4,4,2,0,1,0.43,41
T03114,0,0,0,0,0,0,0.0,7
T03115,0,0,0,0,0,0,0.0,3
T03116,2,1,0,0,0,0,0.0,12
T03117,0,0,0,0,0,0,0.0,1
T03118,12,1,6,2,1,2,0.47,45
T03119,0,0,0,0,0,0,0.0,1
T03120,12,3,12,4,3,1,0.71,71
T03121,0,0,0,0,0,0,0.0,4
T03122,6,1,5,3,1,2,0.46,31
T03123,1,0,0,0,0,0,0.0,2
T03124,6,2,5,1,0,0,0.39,31
T03125,13,3,6,4,0,0,0.44,41
T03126,1,0,0,0,0,0,0.0,2
T03127,0,1,0,0,0,0,0.0,12
T03128,0,1,0,0,0,0,0.0,19
T03129,7,2,8,0,0,1,0.42,28
T03130,9,4,6,3,0,0,0.44,32
T03131,8,4,7,1,0,0,0.54,36
T03132,0,0,0,0,0,0,0.0,5
T03133,12,2,11,4,4,0,0.54,55
T03134,6,5,5,2,0,0,0.5,27
T03135,0,0,0,0,0,0,0.0,4
T03136,0,0,0,0,0,0,0.0,1
T03137,0,0,0,0,0,0,0.0,1
T03138,0,0,0,0,0,0,0.0,1
T03139,17,5,16,3,3,1,0.79,91
T03140,0,0,0,0,0,0,0.0,4
T03141,4,3,4,1,0,0,0.41,29
T03142,14,4,12,6,0,0,0.71,69
T03143,0,0,0,0,0,0,0.0,3
T03144,0,0,0,0,0,0,0.0,2
T03145,7,2,5,3,0,2,0.39,27
T03146,17,4,12,7,2,1,0.89,91
T03147,0,0,0,0,0,0,0.0,8
T03148,0,0,0,0,0,0,0.0,1
T03149,9,4,16,1,1,3,0.58,59
T03150,13,3,3,3,1,2,0.52,48
T03151,0,0,0,0,0,0,0.0,1
T03152,0,0,0,0,0,0,0.0,1
T03153,0,0,0,0,0,0,0.0,4
T03154,0,0,0,0,0,0,0.0,6
T03155,18,4,18,6,4,4,0.89,94
T03156,7,3,8,7,1,1,0.69,63
T03157,19,2,11,4,4,2,0.91,95
T03158,13,5,17,6,2,4,0.81,84
T03159,0,0,0,0,0,0,0.0,1
T03160,1,1,0,0,0,0,0.0,2
T03161,3,1,0,0,0,0,0.0,6
T03162,1,1,0,0,0,0,0.0,12
T03163,1,0,0,0,0,0,0.0,8
T03164,1,1,0,0,0,0,0.0,28
T03165,0,0,0,0,0,0,0.0,2
T03166,3,1,5,2,1,0,0.39,16
T03167,11,2,15,4,3,1,0.59,58
T03168,0,0,0,0,0,0,0.0,8
T03169,0,0,0,0,0,0,0.0,8
T03170,0,0,0,0,0,0,0.0,3
T03171,7,5,7,4,3,0,0.64,52
T03172,1,0,0,0,0,0,0.0,1
T03173,0,0,0,0,0,0,0.0,1
T03174,8,2,4,3,0,0,0.38,32
T03175,0,1,0,0,0,0,0.0,12
T03176,0,0,0,0,0,0,0.0,2
T03177,8,1,9,2,0,0,0.4,31
T03178,1,1,0,0,0,0,0.0,11
T03179,0,0,0,0,0,0,0.0,8
T03180,0,0,0,0,0,0,0.0,3
T03181,1,1,0,0,0,0,0.0,8
T03182,11,2,15,4,3,1,0.55,48
T03183,3,2,4,2,1,1,0.44,25
T03184,2,1,9,1,2,0,0.48,33
T03185,0,0,0,0,0,0,0.0,8
T03186,0,0,0,0,0,0,0.0,7
T03187,8,1,3,1,0,0,0.47,32
T03188,0,0,0,0,0,0,0.0,6
T03189,21,1,6,3,2,2,0.76,82
T03190,0,0,0,0,0,0,0.0,1
T03191,0,1,0,0,0,0,0.0,12
T03192,11,2,8,2,0,1,0.52,41
T03193,11,4,14,8,1,4,0.77,79
T03194,0,0,0,0,0,0,0.0,10
T03195,0,0,0,0,0,0,0.0,1
T03196,20,3,10,4,5,2,0.92,98
T03197,7,2,5,1,1,0,0.39,29
T03198,0,0,0,0,0,0,0.0,6
T03199,5,1,4,2,1,0,0.4,21
T03200,0,1,0,0,0,0,0.0,19
T03201,21,4,21,2,4,2,0.81,90
T03202,4,3,5,1,1,4,0.41,23
T03203,0,0,0,0,0,0,0.0,1
T03204,0,0,0,0,0,0,0.0,1
T03205,10,3,5,2,1,1,0.68,64
T03206,0,0,0,0,0,0,0.0,1
T03207,0,0,0,0,0,0,0.0,1
T03208,0,0,0,0,0,0,0.0,4
T03209,10,2,9,3,1,2,0.44,46
T03210,14,3,10,6,5,1,0.75,77
T03211,1,0,0,0,0,0,0.0,1
T03212,1,0,0,0,0,0,0.0,6
T03213,1,1,0,0,0,0,0.0,11
T03214,17,1,8,6,0,0,0.71,72
T03215,0,0,0,0,0,0,0.0,8
T03216,15,3,11,2,2,2,0.72,69
T03217,12,6,7,2,1,1,0.58,44
T03218,0,0,0,0,0,0,0.0,1
T03219,0,0,0,0,0,0,0.0,1
T03220,0,0,0,0,0,0,0.0,1
T03221,0,0,0,0,0,0,0.0,5
T03222,0,0,0,0,0,0,0.0,1
T03223,13,2,18,3,1,2,0.78,86
T03224,0,1,0,0,0,0,0.0,2
T03225,22,6,12,7,7,0,0.86,100
T03226,19,7,10,6,4,4,0.75,81
T03227,13,3,10,5,0,1,0.48,57
T03228,0,0,0,0,0,0,0.0,3
T03229,0,0,0,0,0,0,0.0,2
T03230,7,4,6,3,0,0,0.36,21
T03231,14,5,13,10,1,2,0.85,84
T03232,19,2,14,6,0,5,0.82,89
T03233,0,0,0,0,0,0,0.0,4
T03234,9,7,8,6,4,1,0.8,80
T03235,0,0,0,0,0,0,0.0,1
T03236,0,1,0,0,0,0,0.0,7
T03237,0,0,0,0,0,0,0.0,2
T03238,12,6,13,4,4,1,0.66,76
T03239,1,1,0,0,0,0,0.0,5
T03240,6,2,10,0,2,0,0.44,44
T03241,1,1,0,0,0,0,0.0,19
T03242,0,1,0,0,0,0,0.0,2
T03243,0,0,0,0,0,0,0.0,11
T03244,2,3,4,0,0,0,0.29,12
T03245,0,0,0,0,0,0,0.0,1
T03246,1,0,0,0,0,0,0.0,1
T03247,12,2,8,1,0,1,0.45,44
T03248,8,4,10,1,3,3,0.71,68
T03249,23,4,14,2,2,3,0.76,87
T03250,15,3,15,4,2,0,0.7,78
T03251,0,0,0,0,0,0,0.0,11
T03252,1,1,0,0,0,0,0.0,8
T03253,0,0,0,0,0,0,0.0,1
T03254,10,2,4,5,1,0,0.48,48
T03255,0,0,0,0,0,0,0.0,4
T03256,1,0,0,0,0,0,0.0,4
T03257,14,4,17,7,1,3,0.65,82
T03258,0,0,0,0,0,0,0.0,7
T03259,1,1,0,0,0,0,0.0,1
T03260,1,0,0,0,0,0,0.0,1
T03261,0,1,0,0,0,0,0.0,1
T03262,7,5,16,2,1,0,0.68,54
T03263,0,0,0,0,0,0,0.0,1
T03264,7,1,2,3,0,0,0.28,17
T03265,22,5,11,3,2,2,0.96,100
T03266,1,0,0,0,0,0,0.0,5
T03267,0,0,0,0,0,0,0.0,1
T03268,0,0,0,0,0,0,0.0,1
T03269,0,0,0,0,0,0,0.0,3
T03270,1,0,0,0,0,0,0.0,5
T03271,15,3,12,2,1,0,0.7,75
T03272,8,5,14,6,1,1,0.66,64
T03273,14,1,5,4,1,1,0.6,47
T03274,1,1,0,0,0,0,0.0,3
T03275,0,0,0,0,0,0,0.0,1
T03276,24,6,7,6,2,3,0.9,87
T03277,6,2,5,5,1,0,0.45,39
T03278,1,0,0,0,0,0,0.0,2
T03279,0,0,0,0,0,0,0.0,3
T03280,11,5,13,5,4,0,0.72,73
T03281,0,0,0,0,0,0,0.0,6
T03282,0,1,0,0,0,0,0.0,24
T03283,1,0,0,0,0,0,0.0,1
T03284,0,1,0,0,0,0,0.0,14
T03285,1,0,0,0,0,0,0.0,2
T03286,0,0,0,0,0,0,0.0,5
T03287,11,5,10,3,2,1,0.7,55
T03288,17,4,16,6,5,0,0.9,82
T03289,0,1,0,0,0,0,0.0,16
T03290,11,1,11,3,3,1,0.65,55
T03291,0,0,0,0,0,0,0.0,1
T03292,0,0,0,0,0,0,0.0,1
T03293,7,5,8,0,1,0,0.37,39
T03294,0,0,0,0,0,0,0.0,1
T03295,20,4,16,6,2,4,0.86,96
T03296,1,1,0,0,0,0,0.0,18
T03297,0,0,0,0,0,0,0.0,2
T03298,0,0,0,0,0,0,0.0,9
T03299,12,2,10,0,1,3,0.64,68
T03300,0,0,0,0,0,0,0.0,4
T03301,0,0,0,0,0,0,0.0,1
T03302,10,4,14,6,2,2,0.52,55
T03303,0,0,0,0,0,0,0.0,1
T03304,0,1,0,0,0,0,0.0,9
T03305,1,1,0,0,0,0,0.0,4
T03306,0,0,0,0,0,0,0.0,7
T03307,14,2,11,3,2,1,0.78,88
T03308,0,0,0,0,0,0,0.0,1
T03309,10,3,12,4,1,0,0.63,61
T03310,13,4,3,0,0,1,0.39,30
T03311,0,0,0,0,0,0,0.0,6
T03312,1,0,0,0,0,0,0.0,1
T03313,9,3,8,4,0,0,0.45,37
T03314,20,7,18,9,1,1,0.75,90
T03315,0,0,0,0,0,0,0.0,2
T03316,0,0,0,0,0,0,0.0,5
T03317,10,1,4,4,1,2,0.56,43
T03318,14,4,7,3,0,3,0.62,59
T03319,17,3,15,5,2,2,0.75,82
T03320,0,0,0,0,0,0,0.0,1
T03321,0,0,0,0,0,0,0.0,1
T03322,0,0,0,0,0,0,0.0,4
T03323,17,4,15,6,2,1,0.69,83
T03324,1,1,0,0,0,0,0.0,20
T03325,5,2,9,2,2,0,0.58,50
T03326,2,0,0,0,0,0,0.0,3
T03327,3,1,0,0,0,0,0.0,2
T03328,8,3,5,1,0,0,0.35,30
T03329,9,1,5,1,2,0,0.6,49
T03330,14,4,16,10,1,3,0.67,86
T03331,4,3,6,7,3,0,0.7,52
T03332,12,4,16,3,1,3,0.73,77
T03333,0,0,0,0,0,0,0.0,2
T03334,0,0,0,0,0,0,0.0,1
T03335,18,3,11,6,0,0,0.74,68
T03336,0,0,0,0,0,0,0.0,3
T03337,5,4,6,2,0,0,0.42,23
T03338,16,4,16,6,2,1,0.83,100
T03339,16,4,12,6,4,0,0.74,76
T03340,9,4,8,3,0,0,0.43,38
T03341,3,1,8,0,3,0,0.17,24
T03342,0,0,0,0,0,0,0.0,2
T03343,0,0,0,0,0,0,0.0,6
T03344,8,2,5,1,1,1,0.44,36
T03345,14,2,13,1,0,4,0.37,55
T03346,13,3,11,0,2,1,0.59,62
T03347,0,0,0,0,0,0,0.0,5
T03348,3,2,5,3,0,0,0.33,22
T03349,8,4,10,1,1,1,0.52,45
T03350,1,1,0,0,0,0,0.0,14
T03351,11,4,17,4,1,1,0.78,82
T03352,0,0,0,0,0,0,0.0,5
T03353,12,3,13,7,3,0,0.71,73
T03354,10,3,11,4,0,2,0.63,58
T03355,15,6,8,4,3,2,0.73,63
T03356,4,1,1,0,1,0,0.36,9
T03357,0,0,0,0,0,0,0.0,7
T03358,0,0,0,0,0,0,0.0,5
T03359,1,0,0,0,0,0,0.0,4
T03360,0,0,0,0,0,0,0.0,1
T03361,0,0,0,0,0,0,0.0,1
T03362,0,0,0,0,0,0,0.0,5
T03363,0,0,0,0,0,0,0.0,1
T03364,0,0,0,0,0,0,0.0,2
T03365,0,0,0,0,0,0,0.0,1
T03366,0,0,0,0,0,0,0.0,1
T03367,14,2,14,5,0,1,0.84,87
T03368,13,8,14,6,4,3,0.73,77
T03369,7,5,13,6,1,1,0.71,79
T03370,0,0,0,0,0,0,0.0,1
T03371,13,1,4,1,0,1,0.53,54
T03372,5,1,3,3,1,0,0.37,26
T03373,13,5,6,5,1,3,0.61,45
T03374,1,0,0,0,0,0,0.0,5
T03375,0,0,0,0,0,0,0.0,5
T03376,1,0,0,0,0,0,0.0,8
T03377,1,0,0,0,0,0,0.0,6
T03378,18,6,10,2,1,1,0.56,61
T03379,16,3,19,8,2,2,0.88,92
T03380,0,0,0,0,0,0,0.0,6
T03381,0,1,0,0,0,0,0.0,17
T03382,8,2,10,2,3,1,0.76,56
T03383,15,6,10,1,0,4,0.81,71
T03384,0,0,0,0,0,0,0.0,4
T03385,0,1,0,0,0,0,0.0,1
T03386,0,0,0,0,0,0,0.0,2
T03387,0,1,0,0,0,0,0.0,1
T03388,2,3,4,0,2,0,0.32,17
T03389,0,0,0,0,0,0,0.0,3
T03390,2,1,0,0,0,0,0.0,7
T03391,0,0,0,0,0,0,0.0,2
T03392,0,0,0,0,0,0,0.0,3
T03393,0,1,0,0,0,0,0.0,4
T03394,0,0,0,0,0,0,0.0,1
T03395,0,0,0,0,0,0,0.0,4
T03396,15,6,9,9,2,0,0.65,69
T03397,26,7,9,12,4,1,0.92,100
T03398,10,4,7,6,3,0,0.83,68
T03399,1,0,0,0,0,0,0.0,5
T03400,0,1,0,0,0,0,0.0,19
T03401,0,0,0,0,0,0,0.0,1
T03402,2,2,10,1,0,0,0.21,26
T03403,7,2,7,4,0,0,0.46,35
T03404,1,1,0,0,0,0,0.0,18
T03405,5,3,6,3,2,0,0.46,42
T03406,0,0,0,0,0,0,0.0,17
T03407,2,0,0,0,0,0,0.0,1
T03408,0,0,0,0,0,0,0.0,6
T03409,0,0,0,0,0,0,0.0,3
T03410,0,0,0,0,0,0,0.0,4
T03411,13,2,10,2,2,1,0.64,65
T03412,18,4,15,9,2,2,0.85,96
T03413,1,0,0,0,0,0,0.0,6
T03414,0,0,0,0,0,0,0.0,4
T03415,18,3,16,2,2,1,0.83,84
T03416,2,0,0,0,0,0,0.0,2
T03417,0,0,0,0,0,0,0.0,1
T03418,8,4,8,4,0,1,0.41,39
T03419,14,3,13,8,1,1,0.66,69
T03420,1,1,0,0,0,0,0.0,5
T03421,7,2,5,3,2,0,0.48,37
T03422,11,5,3,0,4,1,0.51,36
T03423,3,4,4,0,1,0,0.36,16
T03424,0,0,0,0,0,0,0.0,1
T03425,13,4,17,3,1,2,0.72,71
T03426,9,2,6,3,1,2,0.5,44
T03427,14,2,6,3,1,1,0.49,51
T03428,6,1,5,2,2,0,0.37,23
T03429,16,4,11,3,1,3,0.79,81
T03430,0,0,0,0,0,0,0.0,1
T03431,0,1,0,0,0,0,0.0,12
T03432,8,4,16,7,2,1,0.78,79
T03433,0,1,0,0,0,0,0.0,15
T03434,0,0,0,0,0,0,0.0,1
T03435,11,3,6,3,0,0,0.52,49
T03436,3,1,0,0,0,0,0.0,9
T03437,0,0,0,0,0,0,0.0,4
T03438,23,3,12,7,1,1,0.71,93
T03439,0,0,0,0,0,0,0.0,2
T03440,0,0,0,0,0,0,0.0,3
T03441,0,1,0,0,0,0,0.0,30
T03442,0,0,0,0,0,0,0.0,1
T03443,0,0,0,0,0,0,0.0,5
T03444,0,0,0,0,0,0,0.0,3
T03445,5,2,10,0,0,0,0.46,32
T03446,1,0,0,0,0,0,0.0,1
T03447,13,8,11,2,1,2,0.67,64
T03448,10,4,10,3,2,2,0.7,65
T03449,12,4,12,7,3,1,0.8,70
T03450,1,0,0,0,0,0,0.0,6
T03451,0,0,0,0,0,0,0.0,5
T03452,14,10,12,9,2,5,0.84,83
T03453,4,1,5,3,2,0,0.34,22
T03454,0,0,0,0,0,0,0.0,5
T03455,0,0,0,0,0,0,0.0,2
T03456,0,0,0,0,0,0,0.0,16
T03457,0,0,0,0,0,0,0.0,4
T03458,0,0,0,0,0,0,0.0,6
T03459,13,2,17,7,1,1,0.89,97
T03460,6,3,4,2,4,1,0.59,49
T03461,7,5,13,2,1,1,0.61,69
T03462,21,3,6,5,3,0,0.61,67
T03463,7,2,6,2,0,0,0.3,27
T03464,4,1,6,0,2,0,0.55,37
T03465,0,1,0,0,0,0,0.0,5
T03466,0,1,0,0,0,0,0.0,10
T03467,2,1,0,0,0,0,0.0,11
T03468,0,0,0,0,0,0,0.0,1
T03469,0,0,0,0,0,0,0.0,1
T03470,9,1,6,2,1,1,0.5,39
T03471,0,0,0,0,0,0,0.0,5
T03472,11,4,18,4,1,6,0.84,76
T03473,13,4,18,6,2,1,0.57,70
T03474,0,0,0,0,0,0,0.0,1
T03475,0,0,0,0,0,0,0.0,3
T03476,7,3,8,1,3,0,0.42,41
T03477,16,7,15,8,2,2,0.9,99
T03478,0,0,0,0,0,0,0.0,5
T03479,0,1,0,0,0,0,0.0,16
T03480,0,1,0,0,0,0,0.0,2
T03481,0,0,0,0,0,0,0.0,4
T03482,14,2,7,1,2,1,0.54,54
T03483,0,0,0,0,0,0,0.0,1
T03484,10,3,7,2,2,2,0.6,53
T03485,0,0,0,0,0,0,0.0,1
T03486,0,0,0,0,0,0,0.0,18
T03487,17,2,13,4,3,1,0.72,88
T03488,8,4,14,6,0,2,0.75,71
T03489,0,0,0,0,0,0,0.0,2
T03490,9,4,3,3,1,1,0.59,45
T03491,0,0,0,0,0,0,0.0,5
T03492,15,2,9,5,5,0,0.75,73
T03493,1,0,0,0,0,0,0.0,5
T03494,2,1,0,0,0,0,0.0,5
T03495,0,1,0,0,0,0,0.0,9
T03496,2,0,0,0,0,0,0.0,6
T03497,5,2,3,2,1,1,0.43,19
T03498,15,6,18,4,2,2,0.8,87
T03499,0,0,0,0,0,0,0.0,9
T03500,0,0,0,0,0,0,0.0,1
T03501,17,1,10,2,2,0,0.74,80
T03502,0,1,0,0,0,0,0.0,3
T03503,15,5,19,6,4,1,0.75,86
T03504,0,0,0,0,0,0,0.0,1
T03505,1,0,0,0,0,0,0.0,1
T03506,0,0,0,0,0,0,0.0,7
T03507,16,4,16,3,5,0,0.63,75
T03508,1,0,0,0,0,0,0.0,1
T03509,9,4,9,5,0,2,0.66,59
T03510,1,0,0,0,0,0,0.0,2
T03511,0,0,0,0,0,0,0.0,2
T03512,1,0,0,0,0,0,0.0,1
T03513,19,6,14,7,3,0,0.81,97
T03514,0,0,0,0,0,0,0.0,6
T03515,0,1,0,0,0,0,0.0,8
T03516,11,5,11,2,2,0,0.58,52
T03517,22,4,6,6,5,8,0.92,94
T03518,5,1,5,1,2,1,0.38,38
T03519,18,3,5,5,2,5,0.74,79
T03520,6,1,3,2,1,0,0.25,22
T03521,0,0,0,0,0,0,0.0,14
T03522,0,0,0,0,0,0,0.0,20
T03523,0,1,0,0,0,0,0.0,7
T03524,1,0,0,0,0,0,0.0,3
T03525,14,5,14,0,0,2,0.65,53
T03526,0,0,0,0,0,0,0.0,6
T03527,0,0,0,0,0,0,0.0,4
T03528,8,8,23,5,2,1,0.55,50
T03529,0,0,0,0,0,0,0.0,3
T03530,16,4,7,6,2,1,0.71,63
T03531,0,0,0,0,0,0,0.0,2
T03532,0,0,0,0,0,0,0.0,3
T03533,8,2,17,7,3,0,0.66,66
T03534,8,2,9,3,1,1,0.37,44
T03535,0,0,0,0,0,0,0.0,1
T03536,0,0,0,0,0,0,0.0,6
T03537,0,1,0,0,0,0,0.0,21
T03538,0,1,0,0,0,0,0.0,8
T03539,16,5,13,6,4,5,0.68,86
T03540,1,1,0,0,0,0,0.0,12
T03541,18,4,11,3,3,4,0.82,83
T03542,1,0,0,0,0,0,0.0,6
T03543,4,1,6,4,2,4,0.38,33
T03544,0,0,0,0,0,0,0.0,1
T03545,0,0,0,0,0,0,0.0,3
T03546,0,0,0,0,0,0,0.0,9
T03547,0,0,0,0,0,0,0.0,1
T03548,0,0,0,0,0,0,0.0,1
T03549,4,1,6,1,0,2,0.51,41
T03550,1,0,0,0,0,0,0.0,3
T03551,19,4,9,5,1,5,0.77,85
T03552,0,0,0,0,0,0,0.0,3
T03553,1,1,0,0,0,0,0.0,2
T03554,0,1,0,0,0,0,0.0,5
T03555,0,0,0,0,0,0,0.0,1
T03556,0,0,0,0,0,0,0.0,1
T03557,0,0,0,0,0,0,0.0,1
T03558,10,1,14,5,1,2,0.78,76
T03559,13,5,14,4,2,2,0.62,67
T03560,14,4,3,3,2,2,0.55,53
T03561,3,1,0,0,0,0,0.0,2
T03562,0,1,0,0,0,0,0.0,7
T03563,0,0,0,0,0,0,0.0,1
T03564,0,0,0,0,0,0,0.0,6
T03565,0,0,0,0,0,0,0.0,5
T03566,5,2,3,1,0,0,0.25,15
T03567,21,6,21,8,2,2,0.76,89
T03568,0,0,0,0,0,0,0.0,1
T03569,0,0,0,0,0,0,0.0,7
T03570,0,0,0,0,0,0,0.0,1
T03571,0,0,0,0,0,0,0.0,1
T03572,0,0,0,0,0,0,0.0,14
T03573,0,0,0,0,0,0,0.0,2
T03574,0,0,0,0,0,0,0.0,4
T03575,8,5,10,3,3,1,0.68,60
T03576,16,2,15,5,3,2,0.66,77
T03577,7,6,5,1,0,2,0.31,28
T03578,9,2,4,1,2,1,0.55,50
T03579,12,3,12,2,2,1,0.48,47
T03580,22,5,16,6,2,0,0.77,91
T03581,11,4,11,2,4,2,0.8,62
T03582,5,3,4,1,0,1,0.38,16
T03583,13,3,9,1,1,2,0.52,58
T03584,9,2,12,13,0,1,0.77,67
T03585,0,0,0,0,0,0,0.0,1
T03586,0,0,0,0,0,0,0.0,11
T03587,22,2,13,7,1,1,0.73,91
T03588,0,0,0,0,0,0,0.0,6
T03589,0,0,0,0,0,0,0.0,1
T03590,16,4,14,4,3,1,0.75,83
T03591,1,0,0,0,0,0,0.0,1
T03592,0,0,0,0,0,0,0.0,1
T03593,14,4,4,5,2,2,0.6,59
T03594,0,1,0,0,0,0,0.0,11
T03595,10,3,14,5,0,0,0.55,55
T03596,7,1,4,2,0,1,0.34,23
T03597,12,5,12,1,0,3,0.57,63
T03598,13,6,14,2,2,2,0.69,70
T03599,0,0,0,0,0,0,0.0,5
T03600,18,6,16,5,1,0,0.8,91
T03601,0,0,0,0,0,0,0.0,4
T03602,0,0,0,0,0,0,0.0,7
T03603,1,1,0,0,0,0,0.0,12
T03604,1,0,0,0,0,0,0.0,8
T03605,0,1,0,0,0,0,0.0,5
T03606,0,0,0,0,0,0,0.0,1
T03607,20,6,13,3,3,1,0.75,81
T03608,16,1,15,6,4,4,0.93,95
T03609,1,0,0,0,0,0,0.0,3
T03610,0,0,0,0,0,0,0.0,3
T03611,0,0,0,0,0,0,0.0,8
T03612,18,3,20,2,1,1,0.67,74
T03613,0,0,0,0,0,0,0.0,5
T03614,0,0,0,0,0,0,0.0,1
T03615,0,0,0,0,0,0,0.0,1
T03616,17,8,11,4,3,0,0.64,70
T03617,0,1,0,0,0,0,0.0,4
T03618,3,1,0,0,0,0,0.0,13
T03619,13,2,10,4,0,2,0.56,61
T03620,1,1,0,0,0,0,0.0,1
T03621,4,2,6,1,1,0,0.41,36
T03622,0,0,0,0,0,0,0.0,1
T03623,16,3,14,4,2,2,0.62,77
T03624,1,1,0,0,0,0,0.0,16
T03625,11,4,6,4,0,2,0.65,62
T03626,0,0,0,0,0,0,0.0,2
T03627,0,0,0,0,0,0,0.0,11
T03628,14,3,16,2,2,3,0.67,81
T03629,8,5,9,2,1,4,0.55,47
T03630,19,6,7,4,1,2,0.65,69
T03631,4,1,3,0,3,1,0.35,26
T03632,14,4,5,1,0,1,0.49,43
T03633,6,1,9,1,0,0,0.38,30
T03634,0,0,0,0,0,0,0.0,1
T03635,16,6,9,5,4,1,0.83,82
T03636,0,0,0,0,0,0,0.0,6
T03637,5,2,8,1,0,1,0.37,30
T03638,4,2,4,1,0,0,0.38,19
T03639,0,0,0,0,0,0,0.0,1
T03640,0,0,0,0,0,0,0.0,7
T03641,1,0,0,0,0,0,0.0,1
T03642,16,2,9,1,1,1,0.53,59
T03643,14,3,14,4,0,0,0.72,89
T03644,0,0,0,0,0,0,0.0,7
T03645,0,0,0,0,0,0,0.0,2
T03646,17,3,11,4,4,1,0.65,70
T03647,11,3,12,2,0,3,0.72,65
T03648,0,1,0,0,0,0,0.0,13
T03649,15,5,7,4,0,2,0.69,66
T03650,1,1,0,0,0,0,0.0,19
T03651,7,2,2,3,1,1,0.51,40
T03652,17,2,12,3,2,0,0.68,68
T03653,0,1,0,0,0,0,0.0,6
T03654,13,5,9,2,0,1,0.67,68
T03655,19,4,17,1,5,7,0.89,100
T03656,0,0,0,0,0,0,0.0,5
T03657,0,0,0,0,0,0,0.0,6
T03658,0,0,0,0,0,0,0.0,3
T03659,24,3,13,9,2,2,0.76,89
T03660,14,4,23,3,3,3,0.91,95
T03661,0,0,0,0,0,0,0.0,1
T03662,11,1,4,0,0,0,0.41,32
T03663,21,7,13,6,1,2,0.76,87
T03664,18,3,10,2,0,0,0.77,85
